order_id,user_id,order_date,city_tier,pincode,order_value_inr,cart_value,discount_amount,shipping_fee,item_category,payment_method,time_of_day,device_os,app_version,seller_type,warehouse_zone,delivery_distance_km,delivery_attempts,user_tenure_days,historical_orders,historical_rto_count,historical_rto_rate,customer_lifetime_value,previous_cod_orders,previous_cod_rtos,is_first_order,new_vs_returning_user,rto_status
ORD1316666,U170463,2024-03-26 21:09:10,Tier 2,277737,4020,4340,320,0,Appliances,Prepaid,Evening,Android,6.5.2,Marketplace_3P,South,5.4,2,578,8,2,0.25,9700,4,2,False,Returning,False
ORD1397871,U106190,2024-03-26 22:46:15,Tier 3,111604,560,620,60,0,Grocery,CoD,Late_Night,Android,6.3.1,Marketplace_3P,North,36.4,1,1352,16,3,0.188,5360,6,3,False,Returning,False
ORD1021973,U167669,2024-03-27 01:18:50,Tier 2,567124,2880,2960,80,0,Home & Kitchen,CoD,Late_Night,Android,6.2.0,Flagship_1P,West,12.2,1,1024,5,4,0.8,1610,1,1,False,Returning,False
ORD1380669,U196837,2024-03-27 02:16:18,Tier 2,431181,4320,4460,140,0,Electronics,CoD,Late_Night,Android,6.3.1,Marketplace_3P,Central,12.5,1,342,8,1,0.125,5840,5,1,False,Returning,False
ORD1482648,U127660,2024-03-27 08:15:52,Tier 3,749147,4010,4350,340,0,Electronics,CoD,Morning,Android,6.3.1,Marketplace_3P,West,13.3,1,347,3,0,0.0,10790,2,0,False,Returning,False
ORD1289088,U125355,2024-03-27 09:43:49,Tier 2,716331,1900,2270,370,0,Fashion,CoD,Morning,Android,6.5.2,Marketplace_3P,North,8.5,1,1236,11,7,0.636,44600,3,3,False,Returning,False
ORD1098455,U173857,2024-03-27 10:11:45,Tier 2,514711,1100,1250,150,0,Footwear,CoD,Morning,Android,6.3.1,Flagship_1P,West,7.8,1,628,9,2,0.222,3160,4,2,False,Returning,False
ORD1175435,U202046,2024-03-27 11:37:56,Tier 2,328183,2810,3650,840,0,Home & Kitchen,Prepaid,Morning,iOS,7.0.0,Local_SmallSeller,Central,7.6,2,831,3,0,0.0,8040,1,0,False,Returning,False
ORD1015555,U162955,2024-03-27 14:05:06,Tier 2,430749,2360,2490,130,0,Beauty,Prepaid,Afternoon,Android,6.2.0,Local_SmallSeller,North,19.5,1,259,1,0,0.0,6520,0,0,True,New,True
ORD1335344,U182146,2024-03-27 14:31:16,Tier 3,266306,5110,6230,1120,0,Mobiles,CoD,Afternoon,Android,6.5.2,Marketplace_3P,South,46.3,1,1067,10,4,0.4,10910,5,3,False,Returning,False
ORD1420229,U107815,2024-03-27 14:46:28,Tier 2,387606,1520,1570,50,0,Fashion,CoD,Afternoon,Android,6.3.1,Marketplace_3P,Central,19.0,1,791,14,2,0.143,23580,11,2,False,Returning,False
ORD1345283,U123933,2024-03-27 14:46:45,Tier 3,269551,9220,12390,3170,0,Electronics,CoD,Afternoon,iOS,6.4.0,Local_SmallSeller,East,9.6,1,1351,24,1,0.042,62730,7,1,False,Returning,False
ORD1321969,U167670,2024-03-27 17:06:57,Tier 1,296332,2260,3000,740,0,Fashion,Prepaid,Evening,Android,6.2.0,Local_SmallSeller,South,13.4,1,686,7,1,0.143,6150,3,1,False,Returning,False
ORD1322998,U166298,2024-03-27 21:31:57,Tier 2,403837,770,780,10,0,Footwear,CoD,Evening,iOS,6.2.0,Marketplace_3P,North,15.4,1,439,8,3,0.375,16860,4,3,False,Returning,False
ORD1233768,U112804,2024-03-28 00:18:41,Tier 2,602265,14900,18990,4090,0,Mobiles,CoD,Late_Night,Android,6.2.0,Marketplace_3P,East,1.5,2,4,1,0,0.0,1520,0,0,True,New,False
ORD1207754,U131070,2024-03-28 00:23:20,Tier 1,278930,1190,1220,30,0,Toys,CoD,Late_Night,Android,6.4.0,Local_SmallSeller,North,11.3,1,160,1,1,1.0,1700,1,1,True,New,False
ORD1005588,U172776,2024-03-28 03:30:56,Tier 1,549881,630,700,70,0,Toys,CoD,Late_Night,iOS,7.0.0,Marketplace_3P,West,15.3,1,1494,12,6,0.5,20050,7,4,False,Returning,True
ORD1438275,U165417,2024-03-28 03:37:39,Tier 2,142324,8170,10910,2740,0,Electronics,CoD,Late_Night,iOS,6.3.1,Flagship_1P,West,24.6,1,1173,15,3,0.2,32300,7,3,False,Returning,False
ORD1312783,U114616,2024-03-28 04:49:34,Tier 3,305780,980,1020,40,0,Beauty,CoD,Late_Night,Android,6.2.0,Marketplace_3P,West,35.3,1,190,3,0,0.0,3210,2,0,False,Returning,False
ORD1148190,U173985,2024-03-28 06:10:44,Tier 2,819391,1440,1930,490,0,Fashion,Prepaid,Morning,Android,6.4.0,Marketplace_3P,South,9.7,1,1119,19,2,0.105,30220,6,2,False,Returning,False
ORD1308470,U211572,2024-03-28 10:46:44,Tier 1,449881,920,950,30,0,Toys,CoD,Morning,iOS,6.4.0,Marketplace_3P,Central,1.1,1,942,9,5,0.556,10930,2,1,False,Returning,False
ORD1018211,U156919,2024-03-28 12:51:31,Tier 2,414411,1580,2010,430,0,Footwear,CoD,Afternoon,Android,6.3.1,Marketplace_3P,South,11.9,2,1024,13,1,0.077,12840,7,1,False,Returning,False
ORD1435903,U149982,2024-03-28 14:54:22,Tier 3,170080,1900,2040,140,0,Fashion,CoD,Afternoon,Android,7.0.0,Marketplace_3P,North,17.2,3,1098,9,0,0.0,14650,8,0,False,Returning,False
ORD1257301,U108055,2024-03-28 16:42:52,Tier 3,542035,1140,1500,360,0,Toys,Prepaid,Afternoon,Android,6.3.1,Local_SmallSeller,Central,28.2,1,903,6,3,0.5,1480,2,1,False,Returning,False
ORD1074015,U103220,2024-03-28 16:53:44,Tier 3,475538,2100,2680,580,0,Home & Kitchen,CoD,Afternoon,Android,6.4.0,Local_SmallSeller,Central,15.0,1,1049,15,0,0.0,78780,5,0,False,Returning,False
ORD1365369,U119721,2024-03-28 17:01:22,Tier 1,189556,7750,8190,440,0,Mobiles,Prepaid,Evening,Android,6.5.2,Marketplace_3P,South,2.0,1,876,11,6,0.545,8660,4,4,False,Returning,False
ORD1175153,U134124,2024-03-28 20:33:03,Tier 1,335350,1170,1460,290,0,Fashion,Prepaid,Evening,Android,6.3.1,Marketplace_3P,North,6.5,1,1213,15,1,0.067,23190,7,1,False,Returning,False
ORD1356387,U101672,2024-03-29 00:32:40,Tier 2,766673,14380,18820,4440,0,Mobiles,Prepaid,Late_Night,iOS,6.4.0,Marketplace_3P,South,24.5,1,402,5,1,0.2,9070,4,1,False,Returning,False
ORD1023559,U135388,2024-03-29 01:46:31,Tier 2,555838,560,610,50,0,Fashion,Prepaid,Late_Night,Android,6.3.1,Marketplace_3P,South,2.1,1,734,10,3,0.3,8480,5,3,False,Returning,False
ORD1061184,U168148,2024-03-29 01:52:29,Tier 3,392621,2060,2150,90,0,Fashion,CoD,Late_Night,iOS,6.4.0,Marketplace_3P,East,18.4,1,1362,21,5,0.238,27890,16,5,False,Returning,False
ORD1268074,U106374,2024-03-29 02:04:07,Tier 1,663411,2800,3140,340,0,Home & Kitchen,Prepaid,Late_Night,Android,6.2.0,Marketplace_3P,East,10.3,2,219,4,2,0.5,17370,3,2,False,Returning,True
ORD1267224,U106374,2024-03-29 02:52:26,Tier 3,787153,3720,4850,1130,0,Fashion,CoD,Late_Night,Android,6.3.1,Local_SmallSeller,West,23.0,2,219,4,2,0.5,17370,3,2,False,Returning,True
ORD1218091,U186465,2024-03-29 02:59:29,Tier 2,627065,11280,13680,2400,0,Electronics,Prepaid,Late_Night,Android,6.4.0,Marketplace_3P,North,0.8,1,510,14,5,0.357,40970,7,5,False,Returning,False
ORD1480492,U151612,2024-03-29 05:48:21,Tier 3,514387,1100,1250,150,0,Fashion,Prepaid,Morning,iOS,6.5.2,Local_SmallSeller,East,2.0,1,1271,22,7,0.318,28040,8,5,False,Returning,False
ORD1490249,U138805,2024-03-29 05:54:38,Tier 2,602477,1210,1520,310,0,Beauty,Prepaid,Morning,Android,6.5.2,Marketplace_3P,North,8.5,2,1248,14,1,0.071,13130,12,1,False,Returning,False
ORD1415633,U156946,2024-03-29 07:40:43,Tier 2,236122,1020,1320,300,0,Fashion,CoD,Morning,Android,6.5.2,Marketplace_3P,West,2.4,2,215,5,2,0.4,30850,3,2,False,Returning,False
ORD1239031,U166597,2024-03-29 08:20:01,Tier 1,204394,1320,1420,100,0,Footwear,CoD,Morning,Android,6.5.2,Marketplace_3P,North,5.3,2,800,7,0,0.0,18000,4,0,False,Returning,False
ORD1139534,U187700,2024-03-29 09:40:00,Tier 2,600956,590,730,140,0,Footwear,CoD,Morning,Android,6.2.0,Marketplace_3P,West,8.8,1,31,2,0,0.0,1310,2,0,False,Returning,False
ORD1287587,U136318,2024-03-29 10:45:53,Tier 2,471677,2440,3180,740,0,Beauty,Prepaid,Morning,Android,6.2.0,Marketplace_3P,South,16.7,1,601,8,2,0.25,8710,4,2,False,Returning,False
ORD1336881,U127348,2024-03-29 11:54:26,Tier 3,117802,2280,2730,450,0,Home & Kitchen,CoD,Morning,Android,6.5.2,Marketplace_3P,South,29.8,1,826,9,1,0.111,4020,6,1,False,Returning,False
ORD1129292,U129191,2024-03-29 12:38:17,Tier 2,475032,750,780,30,0,Beauty,CoD,Afternoon,Android,6.3.1,Marketplace_3P,Central,6.7,1,942,10,0,0.0,7630,8,0,False,Returning,False
ORD1048641,U206432,2024-03-29 14:43:04,Tier 2,774159,14610,16320,1710,0,Appliances,CoD,Afternoon,Android,6.3.1,Marketplace_3P,West,21.2,1,1260,11,3,0.273,21980,4,3,False,Returning,True
ORD1309006,U135782,2024-03-29 14:44:39,Tier 2,844444,2360,3120,760,0,Home & Kitchen,Prepaid,Afternoon,Android,6.2.0,Marketplace_3P,South,14.0,1,602,7,2,0.286,630,4,2,False,Returning,False
ORD1054048,U117031,2024-03-29 16:26:01,Tier 3,325885,5090,5640,550,0,Home & Kitchen,CoD,Afternoon,iOS,6.5.2,Marketplace_3P,West,16.6,1,931,18,1,0.056,19050,9,1,False,Returning,True
ORD1083004,U188358,2024-03-29 22:04:46,Tier 3,428486,2340,2480,140,0,Electronics,CoD,Late_Night,Android,6.2.0,Local_SmallSeller,Central,30.2,1,1063,11,3,0.273,6770,9,3,False,Returning,False
ORD1283421,U212280,2024-03-29 22:41:37,Tier 2,389668,2040,2750,710,0,Fashion,Prepaid,Late_Night,Android,7.0.0,Local_SmallSeller,North,14.7,1,419,6,0,0.0,670,2,0,False,Returning,False
ORD1198548,U187628,2024-03-29 23:40:55,Tier 3,603384,1310,1700,390,0,Fashion,CoD,Late_Night,Android,7.0.0,Local_SmallSeller,South,51.1,3,242,4,3,0.75,4060,1,1,False,Returning,False
ORD1271740,U119942,2024-03-30 01:25:29,Tier 2,691112,3580,4590,1010,0,Fashion,Prepaid,Late_Night,iOS,7.0.0,Marketplace_3P,East,1.1,1,141,1,0,0.0,2510,0,0,True,New,False
ORD1271614,U210967,2024-03-30 02:56:29,Tier 1,317075,980,1190,210,0,Fashion,Prepaid,Late_Night,Android,6.4.0,Marketplace_3P,East,16.1,1,1130,13,3,0.231,620,11,3,False,Returning,False
ORD1043384,U193067,2024-03-30 03:30:34,Tier 1,570870,1530,2020,490,0,Grocery,CoD,Late_Night,Android,6.2.0,Marketplace_3P,South,1.8,1,983,16,3,0.188,14800,4,3,False,Returning,True
ORD1386566,U151271,2024-03-30 04:29:38,Tier 2,498141,1370,1710,340,0,Footwear,Prepaid,Late_Night,Android,6.5.2,Marketplace_3P,Central,5.2,1,210,1,0,0.0,560,1,0,True,New,False
ORD1053008,U207104,2024-03-30 06:00:36,Tier 1,640199,8300,9010,710,0,Mobiles,CoD,Morning,iOS,6.2.0,Marketplace_3P,Central,1.5,1,312,3,0,0.0,1440,1,0,False,Returning,False
ORD1262462,U186515,2024-03-30 07:13:44,Tier 3,166607,300,340,40,0,Books,CoD,Morning,Android,6.3.1,Flagship_1P,East,23.0,1,1279,14,5,0.357,15480,4,4,False,Returning,False
ORD1363275,U138068,2024-03-30 08:00:34,Tier 1,803322,2570,3140,570,0,Home & Kitchen,CoD,Morning,Android,7.0.0,Marketplace_3P,East,4.4,1,1480,23,10,0.435,43990,20,10,False,Returning,False
ORD1482260,U169471,2024-03-30 08:16:34,Tier 2,618877,2310,2740,430,0,Fashion,CoD,Morning,Android,6.3.1,Local_SmallSeller,North,21.7,1,1298,10,1,0.1,23330,3,1,False,Returning,False
ORD1256697,U141542,2024-03-30 14:33:04,Tier 2,812224,8540,8830,290,0,Electronics,Prepaid,Afternoon,Android,6.5.2,Local_SmallSeller,Central,13.4,2,394,3,0,0.0,4760,2,0,False,Returning,False
ORD1246661,U190470,2024-03-30 15:01:53,Tier 1,350588,1010,1260,250,0,Toys,Prepaid,Afternoon,Android,7.0.0,Local_SmallSeller,West,5.9,1,1148,17,5,0.294,19800,7,5,False,Returning,False
ORD1362716,U136008,2024-03-30 17:54:40,Tier 1,130826,4510,5070,560,0,Appliances,Prepaid,Evening,iOS,6.5.2,Marketplace_3P,North,2.0,1,1298,18,1,0.056,22520,10,1,False,Returning,False
ORD1024425,U172115,2024-03-30 19:57:24,Tier 1,252067,1310,1670,360,0,Footwear,Prepaid,Evening,Android,7.0.0,Flagship_1P,Central,17.7,1,696,6,2,0.333,2340,3,2,False,Returning,False
ORD1022472,U121494,2024-03-30 21:20:30,Tier 2,853834,17320,22410,5090,0,Electronics,CoD,Evening,Android,7.0.0,Local_SmallSeller,West,9.9,1,1253,14,1,0.071,41600,9,1,False,Returning,False
ORD1256169,U209136,2024-03-30 22:44:42,Tier 2,454749,4800,6100,1300,0,Fashion,CoD,Late_Night,Android,6.2.0,Marketplace_3P,West,4.4,1,1146,14,3,0.214,22470,5,3,False,Returning,False
ORD1462208,U130112,2024-03-31 00:12:19,Tier 3,215644,1890,1950,60,0,Footwear,CoD,Late_Night,Android,6.3.1,Marketplace_3P,West,6.6,1,1203,15,1,0.067,25900,6,1,False,Returning,False
ORD1264585,U217436,2024-03-31 00:29:24,Tier 2,571054,2870,3450,580,0,Fashion,Prepaid,Late_Night,Android,7.0.0,Marketplace_3P,South,5.0,1,76,1,0,0.0,2690,1,0,True,New,False
ORD1178065,U122901,2024-03-31 01:09:09,Tier 3,572263,6430,7450,1020,0,Electronics,CoD,Late_Night,Android,6.2.0,Marketplace_3P,North,15.0,1,947,13,0,0.0,10800,9,0,False,Returning,True
ORD1400910,U149115,2024-03-31 01:11:19,Tier 3,676790,4070,4270,200,0,Electronics,Prepaid,Late_Night,Android,6.3.1,Marketplace_3P,East,29.4,1,377,5,1,0.2,5090,2,1,False,Returning,False
ORD1185744,U159044,2024-03-31 03:36:26,Tier 2,171824,8300,8850,550,0,Electronics,CoD,Late_Night,Android,7.0.0,Local_SmallSeller,South,10.8,1,1324,18,1,0.056,69370,6,1,False,Returning,False
ORD1417405,U197907,2024-03-31 05:25:21,Tier 1,789706,21780,22430,650,0,Mobiles,Prepaid,Morning,Android,6.5.2,Local_SmallSeller,Central,3.8,1,1481,21,3,0.143,38960,12,3,False,Returning,False
ORD1430849,U102966,2024-03-31 07:44:41,Tier 1,153715,1370,1830,460,0,Home & Kitchen,Prepaid,Morning,Android,6.4.0,Marketplace_3P,West,3.3,1,361,3,1,0.333,2100,3,1,False,Returning,False
ORD1084324,U162544,2024-03-31 08:54:48,Tier 2,338821,15830,20870,5040,0,Electronics,CoD,Morning,iOS,6.3.1,Local_SmallSeller,West,4.3,1,1420,20,5,0.25,105500,15,5,False,Returning,False
ORD1184820,U203539,2024-03-31 12:03:36,Tier 1,414392,24190,32110,7920,0,Mobiles,Prepaid,Afternoon,Android,6.5.2,Flagship_1P,Central,12.4,2,1248,16,4,0.25,46460,4,3,False,Returning,False
ORD1477755,U211108,2024-03-31 13:01:06,Tier 2,778890,10390,11190,800,0,Electronics,Prepaid,Afternoon,Android,7.0.0,Local_SmallSeller,Central,11.4,1,48,1,1,1.0,630,1,1,True,New,False
ORD1050521,U201151,2024-03-31 13:37:18,Tier 2,549674,11630,15670,4040,0,Mobiles,Prepaid,Afternoon,Android,6.2.0,Local_SmallSeller,West,8.2,1,314,4,0,0.0,8530,2,0,False,Returning,False
ORD1190635,U165390,2024-03-31 14:32:42,Tier 2,772800,2820,3770,950,0,Fashion,CoD,Afternoon,Android,6.2.0,Marketplace_3P,West,7.0,1,947,14,1,0.071,32410,9,1,False,Returning,False
ORD1197916,U147385,2024-03-31 16:32:12,Tier 2,113122,4720,6050,1330,0,Electronics,Prepaid,Afternoon,Android,6.5.2,Marketplace_3P,South,10.8,1,1265,15,8,0.533,4950,7,5,False,Returning,False
ORD1241855,U214689,2024-03-31 16:40:08,Tier 3,263496,300,310,10,0,Grocery,CoD,Afternoon,Android,6.5.2,Local_SmallSeller,South,23.3,1,1202,6,1,0.167,4150,4,1,False,Returning,False
ORD1052121,U157855,2024-03-31 17:34:44,Tier 2,760236,20510,21590,1080,0,Mobiles,CoD,Evening,Android,6.4.0,Flagship_1P,West,2.6,1,967,13,2,0.154,52060,10,2,False,Returning,True
ORD1034573,U155356,2024-03-31 17:36:25,Tier 3,723376,530,660,130,0,Books,CoD,Evening,Android,6.5.2,Flagship_1P,South,38.9,2,487,6,2,0.333,1540,3,2,False,Returning,False
ORD1030328,U160662,2024-03-31 18:30:35,Tier 2,292001,870,960,90,0,Fashion,CoD,Evening,Android,7.0.0,Flagship_1P,West,25.6,1,129,2,0,0.0,1320,1,0,False,Returning,False
ORD1333681,U111506,2024-03-31 18:36:55,Tier 1,157836,1830,2140,310,0,Fashion,Prepaid,Evening,Android,6.4.0,Marketplace_3P,West,4.0,1,1129,13,3,0.231,64040,8,3,False,Returning,False
ORD1177626,U164981,2024-03-31 20:30:36,Tier 2,421274,2690,3160,470,0,Fashion,Prepaid,Evening,Android,6.5.2,Marketplace_3P,South,11.0,1,438,6,2,0.333,11510,4,2,False,Returning,False
ORD1480577,U158150,2024-03-31 20:36:09,Tier 1,125866,350,430,80,40,Grocery,CoD,Evening,Android,6.2.0,Marketplace_3P,Central,6.6,1,879,9,3,0.333,23840,3,2,False,Returning,False
ORD1223187,U191047,2024-03-31 20:57:15,Tier 1,767504,5610,7300,1690,0,Appliances,Prepaid,Evening,Android,6.4.0,Marketplace_3P,North,4.1,1,667,7,5,0.714,16710,6,5,False,Returning,False
ORD1283595,U141318,2024-03-31 23:07:17,Tier 2,227304,11530,15110,3580,0,Mobiles,CoD,Late_Night,Android,6.3.1,Marketplace_3P,West,1.4,1,1015,8,2,0.25,3020,6,2,False,Returning,False
ORD1053766,U210500,2024-04-01 03:03:51,Tier 3,622692,1590,1620,30,0,Fashion,CoD,Late_Night,Android,6.2.0,Flagship_1P,North,23.1,2,691,8,1,0.125,3990,6,1,False,Returning,False
ORD1260494,U181757,2024-04-01 06:52:25,Tier 3,567608,1260,1330,70,0,Books,CoD,Morning,Android,6.4.0,Local_SmallSeller,East,20.4,1,79,1,0,0.0,930,0,0,True,New,True
ORD1318251,U186117,2024-04-01 07:09:30,Tier 2,204595,1490,1580,90,0,Footwear,CoD,Morning,Android,6.3.1,Local_SmallSeller,West,4.0,1,120,2,0,0.0,3640,1,0,False,Returning,False
ORD1251307,U130347,2024-04-01 09:29:28,Tier 3,727981,800,880,80,0,Grocery,Prepaid,Morning,Android,6.4.0,Marketplace_3P,Central,36.0,1,1308,11,3,0.273,10080,3,2,False,Returning,False
ORD1492779,U142167,2024-04-01 10:30:48,Tier 2,196626,820,960,140,0,Beauty,CoD,Morning,Android,7.0.0,Marketplace_3P,West,7.7,3,459,10,5,0.5,18070,6,5,False,Returning,False
ORD1261024,U142261,2024-04-01 11:26:53,Tier 3,855394,1370,1470,100,0,Footwear,CoD,Morning,Android,7.0.0,Local_SmallSeller,North,10.2,1,512,8,3,0.375,7970,2,2,False,Returning,False
ORD1296941,U119193,2024-04-01 14:16:38,Tier 2,376989,700,720,20,0,Fashion,CoD,Afternoon,Android,7.0.0,Marketplace_3P,South,29.3,1,1216,15,3,0.2,22800,13,3,False,Returning,False
ORD1226225,U190657,2024-04-01 15:15:04,Tier 1,432865,970,1300,330,0,Fashion,Prepaid,Afternoon,Android,7.0.0,Marketplace_3P,West,4.9,1,911,14,2,0.143,51210,4,2,False,Returning,False
ORD1170084,U212220,2024-04-01 17:14:35,Tier 1,513588,750,930,180,0,Beauty,Prepaid,Evening,Android,6.5.2,Local_SmallSeller,East,17.5,2,49,1,1,1.0,1080,1,1,True,New,False
ORD1292106,U102880,2024-04-01 17:58:31,Tier 3,681083,6550,6770,220,0,Mobiles,CoD,Evening,Android,6.5.2,Local_SmallSeller,South,20.3,1,61,2,0,0.0,2820,2,0,False,Returning,False
ORD1203794,U209243,2024-04-01 19:42:45,Tier 3,715623,790,940,150,0,Fashion,CoD,Evening,Android,6.4.0,Flagship_1P,West,28.4,1,465,8,2,0.25,4080,5,2,False,Returning,False
ORD1289650,U130445,2024-04-01 22:06:30,Tier 1,382948,18050,18670,620,0,Electronics,Prepaid,Late_Night,Android,6.3.1,Marketplace_3P,West,8.6,1,1496,21,2,0.095,81050,10,2,False,Returning,False
ORD1035910,U157558,2024-04-02 01:28:03,Tier 3,545700,6580,8770,2190,0,Electronics,CoD,Late_Night,Android,6.3.1,Local_SmallSeller,South,14.9,1,1138,11,0,0.0,10530,6,0,False,Returning,False
ORD1452188,U210709,2024-04-02 07:01:11,Tier 2,211791,1590,1990,400,0,Home & Kitchen,CoD,Morning,Android,6.4.0,Marketplace_3P,South,36.7,1,1070,15,1,0.067,44900,8,1,False,Returning,False
ORD1223018,U116868,2024-04-02 12:32:17,Tier 2,409351,2060,2560,500,0,Fashion,Prepaid,Afternoon,iOS,6.3.1,Marketplace_3P,South,6.1,1,1144,18,2,0.111,3790,7,2,False,Returning,False
ORD1120150,U179939,2024-04-02 13:10:59,Tier 1,412483,5150,6300,1150,0,Electronics,Prepaid,Afternoon,Android,6.4.0,Marketplace_3P,West,15.3,1,561,7,0,0.0,6090,2,0,False,Returning,False
ORD1449205,U138768,2024-04-02 13:21:32,Tier 1,178692,870,1120,250,0,Books,Prepaid,Afternoon,Android,7.0.0,Flagship_1P,East,11.3,1,60,1,0,0.0,1620,0,0,True,New,False
ORD1382142,U214446,2024-04-02 15:46:11,Tier 3,783644,5380,6520,1140,0,Home & Kitchen,CoD,Afternoon,iOS,6.3.1,Marketplace_3P,Central,7.1,1,726,10,0,0.0,34400,3,0,False,Returning,False
ORD1156791,U152731,2024-04-02 17:51:36,Tier 3,554996,1780,2350,570,0,Fashion,Prepaid,Evening,Android,7.0.0,Flagship_1P,Central,9.9,1,1291,19,5,0.263,27970,13,5,False,Returning,False
ORD1251903,U118119,2024-04-02 18:24:06,Tier 2,633566,650,650,0,0,Grocery,Prepaid,Evening,Android,6.4.0,Marketplace_3P,North,7.0,1,1381,16,4,0.25,9230,5,4,False,Returning,False
ORD1045135,U165771,2024-04-02 20:05:19,Tier 1,371506,370,430,60,0,Grocery,Prepaid,Evening,iOS,6.2.0,Marketplace_3P,South,10.5,1,497,10,0,0.0,20170,6,0,False,Returning,False
ORD1192803,U150158,2024-04-02 21:36:10,Tier 1,731868,1890,2350,460,0,Footwear,Prepaid,Evening,Android,6.3.1,Local_SmallSeller,East,3.7,1,764,9,0,0.0,25020,5,0,False,Returning,False
ORD1174974,U115685,2024-04-03 01:53:53,Tier 1,793128,720,970,250,0,Toys,Prepaid,Late_Night,Android,6.5.2,Marketplace_3P,North,3.0,2,685,4,1,0.25,7210,2,1,False,Returning,False
ORD1257035,U121521,2024-04-03 14:50:40,Tier 3,743212,5870,7450,1580,0,Electronics,CoD,Afternoon,Android,6.4.0,Marketplace_3P,North,29.1,1,1450,26,4,0.154,24960,11,4,False,Returning,False
ORD1165218,U123401,2024-04-03 15:36:36,Tier 2,118939,1400,1730,330,0,Footwear,Prepaid,Afternoon,Android,6.3.1,Flagship_1P,North,4.7,2,950,8,4,0.5,31740,4,2,False,Returning,True
ORD1149641,U161868,2024-04-03 16:04:23,Tier 2,468300,9640,12000,2360,0,Electronics,CoD,Afternoon,Android,6.2.0,Marketplace_3P,South,7.6,2,1456,14,9,0.643,7860,10,9,False,Returning,True
ORD1127354,U114489,2024-04-03 16:57:30,Tier 2,416250,2910,3340,430,0,Fashion,CoD,Afternoon,Android,6.2.0,Marketplace_3P,West,12.7,2,1051,15,0,0.0,27050,8,0,False,Returning,False
ORD1402109,U149019,2024-04-03 18:22:21,Tier 3,461585,660,840,180,0,Grocery,CoD,Evening,Android,7.0.0,Flagship_1P,West,16.6,1,612,14,6,0.429,16190,4,4,False,Returning,False
ORD1220034,U134806,2024-04-03 20:00:33,Tier 1,453180,470,620,150,40,Beauty,CoD,Evening,Android,6.2.0,Flagship_1P,East,11.2,1,368,6,0,0.0,12530,4,0,False,Returning,False
ORD1202928,U168452,2024-04-03 20:40:04,Tier 3,256058,3060,3240,180,0,Home & Kitchen,CoD,Evening,Android,6.2.0,Marketplace_3P,South,20.4,3,1095,16,5,0.312,13580,13,5,False,Returning,False
ORD1448157,U129485,2024-04-03 20:52:33,Tier 3,162081,1050,1400,350,0,Toys,CoD,Evening,Android,6.4.0,Local_SmallSeller,West,16.5,1,450,7,0,0.0,8820,3,0,False,Returning,False
ORD1333033,U179725,2024-04-03 21:21:11,Tier 3,681812,710,790,80,0,Grocery,CoD,Evening,Android,6.4.0,Flagship_1P,North,23.5,1,1100,11,2,0.182,4070,4,2,False,Returning,False
ORD1331190,U206830,2024-04-03 22:44:18,Tier 2,174725,1730,2080,350,0,Fashion,CoD,Late_Night,Android,7.0.0,Marketplace_3P,North,7.1,1,105,1,0,0.0,1070,0,0,True,New,False
ORD1216405,U178510,2024-04-03 22:56:21,Tier 1,764327,300,340,40,40,Beauty,Prepaid,Late_Night,Android,6.5.2,Flagship_1P,Central,19.9,2,195,1,0,0.0,560,0,0,True,New,False
ORD1390267,U131992,2024-04-04 04:49:44,Tier 1,777823,3970,4350,380,0,Electronics,CoD,Late_Night,Android,6.2.0,Local_SmallSeller,East,3.8,1,1434,21,6,0.286,26270,10,6,False,Returning,False
ORD1320314,U163151,2024-04-04 05:42:52,Tier 1,178633,1130,1350,220,0,Fashion,Prepaid,Morning,iOS,6.4.0,Flagship_1P,West,6.4,1,544,6,2,0.333,15390,3,2,False,Returning,False
ORD1059828,U183397,2024-04-04 06:02:26,Tier 2,462489,27580,28020,440,0,Mobiles,CoD,Morning,Android,7.0.0,Local_SmallSeller,Central,10.4,1,479,4,0,0.0,9760,2,0,False,Returning,False
ORD1351635,U135528,2024-04-04 10:08:08,Tier 1,282684,1450,1490,40,0,Home & Kitchen,Prepaid,Morning,Android,7.0.0,Marketplace_3P,North,9.1,1,204,4,0,0.0,5090,4,0,False,Returning,False
ORD1070030,U201544,2024-04-04 10:44:05,Tier 2,341695,1700,2020,320,0,Footwear,Prepaid,Morning,Android,6.5.2,Flagship_1P,North,2.3,3,955,10,3,0.3,5620,7,3,False,Returning,False
ORD1480995,U162597,2024-04-04 15:00:08,Tier 3,420976,2830,3110,280,0,Fashion,CoD,Afternoon,Android,7.0.0,Local_SmallSeller,Central,18.1,2,472,5,2,0.4,8710,3,2,False,Returning,False
ORD1425842,U130284,2024-04-04 18:27:17,Tier 1,385201,25150,26080,930,0,Appliances,Prepaid,Evening,Android,6.4.0,Flagship_1P,North,4.7,1,70,3,1,0.333,5430,3,1,False,Returning,False
ORD1375876,U101419,2024-04-04 19:01:58,Tier 1,765256,660,790,130,0,Grocery,Prepaid,Evening,Android,6.2.0,Marketplace_3P,East,1.7,1,714,9,1,0.111,15030,7,1,False,Returning,False
ORD1056599,U115322,2024-04-04 19:41:56,Tier 1,590024,820,900,80,0,Fashion,Prepaid,Evening,Android,6.4.0,Flagship_1P,East,2.6,1,1487,29,9,0.31,130930,24,9,False,Returning,False
